misparmb,nefashot,c3 - סך כל ההוצאות,food_act (c30+c31) - סך הוצאות מזון,c32-39 - סך הוצאות לא מזון,F_norm Sedentary cheapest- סך הוצאה נמוכה למספר הסלים,c3~ F_norm sedentary cheapest,,,misparmb,c3 - סך כל ההוצאות,food_act (c30+c31) - סך הוצאות מזון,0 -4 min1,0 -4 min2,5 - 9 min1,5 - 9 min2,10-14 min1,10-14 min2,15 - 17 min1,15 - 17 min2,18 -29 min1,18 -29 min2,30 - 49 min1,30 - 49 min2,50+ min1,50+ min2,c3^,zu
69070,2,14677,1607,13071,"1,585.66",TRUE,,,69070,14677,1607,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"7,428.54","7,428.54"
16915,2,9746,1608,8138,"1,585.66",TRUE,,,16915,9746,1608,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"11,604.84","11,604.84"
65342,2,11113,1611,9501,"1,585.66",TRUE,,,65342,11113,1611,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"11,604.84","11,604.84"
65185,2,7247,1634,5614,"1,585.66",TRUE,,,65185,7247,1634,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"11,604.84","11,604.84"
32490,2,12461,1643,10818,"1,664.95",TRUE,,,32490,12461,1643,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"14,149.63","14,149.63"
27029,3,12977,1643,11334,"1,664.95",TRUE,,,27029,12977,1643,0,1,1,0,0,0,0,0,0,0,0,1,0,0,"15,614.04","15,614.04"
23861,2,9713,1647,8066,"1,585.66",TRUE,,,23861,9713,1647,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"15,308.01","15,308.01"
70631,2,14032,1650,12383,"1,585.66",TRUE,,,70631,14032,1650,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"10,314.27","10,314.27"
78931,2,10123,1652,8472,"1,664.95",TRUE,,,78931,10123,1652,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"14,149.63","14,149.63"
45393,2,3706,1658,2048,"1,744.23",TRUE,,,45393,3706,1658,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"8,432.23","8,432.23"
5421,2,11935,1658,10277,"1,744.23",TRUE,,,5421,11935,1658,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"9,722.79","9,722.79"
166,2,6441,1671,4771,"1,744.23",TRUE,,,166,6441,1671,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"8,432.23","8,432.23"
72272,2,15571,1691,13881,"1,664.95",TRUE,,,72272,15571,1691,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"14,149.63","14,149.63"
15990,2,12351,1706,10644,"1,744.23",TRUE,,,15990,12351,1706,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"8,432.23","8,432.23"
3327,2,14574,1706,12867,"1,744.23",TRUE,,,3327,14574,1706,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"8,432.23","8,432.23"
5363,2,9462,1710,7751,"1,664.95",TRUE,,,5363,9462,1710,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"14,149.63","14,149.63"
28811,2,7873,1738,6135,"1,744.23",TRUE,,,28811,7873,1738,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"8,432.23","8,432.23"
82966,2,13439,1745,11694,"1,744.23",TRUE,,,82966,13439,1745,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"9,722.79","9,722.79"
57661,2,10599,1757,8842,"1,744.23",TRUE,,,57661,10599,1757,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"8,432.23","8,432.23"
13367,2,3165,1769,1397,"1,744.23",TRUE,,,13367,3165,1769,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"8,432.23","8,432.23"
21691,2,9600,1772,7827,"1,744.23",TRUE,,,21691,9600,1772,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"8,432.23","8,432.23"
78485,2,13673,1777,11897,"1,744.23",TRUE,,,78485,13673,1777,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"8,432.23","8,432.23"
34405,2,6573,1784,4789,"1,744.23",TRUE,,,34405,6573,1784,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"14,333.81","14,333.81"
3863,2,5978,1818,4161,"1,744.23",TRUE,,,3863,5978,1818,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"8,432.23","8,432.23"
72447,2,7420,1822,5599,"1,744.23",TRUE,,,72447,7420,1822,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"8,432.23","8,432.23"
28464,2,13357,1825,11532,"1,744.23",TRUE,,,28464,13357,1825,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"8,432.23","8,432.23"
67850,2,8436,1830,6606,"1,744.23",TRUE,,,67850,8436,1830,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"14,333.81","14,333.81"
90043,2,13641,1872,11769,"1,902.80",TRUE,,,90043,13641,1872,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"9,435.91","9,435.91"
78840,2,6543,1955,4588,"1,902.80",TRUE,,,78840,6543,1955,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"10,726.48","10,726.48"
15123,3,13163,1969,11193,"2,061.36",TRUE,,,15123,13163,1969,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"16,209.81","16,209.81"
34520,3,20612,1989,18622,"2,061.36",TRUE,,,34520,20612,1989,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"16,209.81","16,209.81"
24414,3,12233,1990,10242,"2,061.36",TRUE,,,24414,12233,1990,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"16,209.81","16,209.81"
41855,3,16035,1994,14042,"2,061.36",TRUE,,,41855,16035,1994,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"16,209.81","16,209.81"
13029,3,15113,1996,13117,"2,061.36",TRUE,,,13029,15113,1996,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"16,209.81","16,209.81"
51722,3,8391,1998,6393,"1,982.08",TRUE,,,51722,8391,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,2,"13,042.83","13,042.83"
41897,3,13990,2006,11983,"2,061.36",TRUE,,,41897,13990,2006,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"16,683.62","16,683.62"
32292,3,10680,2030,8650,"2,061.36",TRUE,,,32292,10680,2030,0,0,0,0,0,0,0,0,0,1,0,0,0,2,"13,173.04","13,173.04"
20784,3,7565,2058,5507,"2,140.65",TRUE,,,20784,7565,2058,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"16,625.68","16,625.68"
67090,3,18567,2062,16506,"2,140.65",TRUE,,,67090,18567,2062,0,0,1,0,0,0,0,0,0,0,0,1,1,0,"18,513.10","18,513.10"
67082,3,14202,2071,12132,"2,061.36",TRUE,,,67082,14202,2071,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"16,683.62","16,683.62"
54866,3,11830,2098,9732,"2,061.36",TRUE,,,54866,11830,2098,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"16,209.81","16,209.81"
11353,3,11259,2102,9158,"2,140.65",TRUE,,,11353,11259,2102,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"11,782.98","11,782.98"
32243,3,17716,2104,15611,"2,061.36",TRUE,,,32243,17716,2104,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"16,209.81","16,209.81"
43877,3,17067,2137,14929,"2,061.36",TRUE,,,43877,17067,2137,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"16,683.62","16,683.62"
88112,3,17000,2138,14862,"2,061.36",TRUE,,,88112,17000,2138,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"16,683.62","16,683.62"
29009,3,13597,2162,11436,"2,219.93",TRUE,,,29009,13597,2162,0,0,0,0,0,1,1,0,0,0,0,1,0,0,"18,687.63","18,687.63"
48231,3,17996,2177,15819,"2,140.65",TRUE,,,48231,17996,2177,0,1,0,0,0,0,0,0,0,1,1,0,0,0,"12,256.79","12,256.79"
85837,3,14308,2192,12115,"2,140.65",TRUE,,,85837,14308,2192,0,1,0,0,0,0,0,0,1,1,0,0,0,0,"10,966.22","10,966.22"
62851,3,9569,2213,7357,"2,219.93",TRUE,,,62851,9569,2213,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"12,945.37","12,945.37"
63990,3,18627,2220,16406,"2,219.93",TRUE,,,63990,18627,2220,0,0,0,0,0,0,0,1,0,1,0,1,0,0,"13,705.58","13,705.58"
37044,3,7613,2231,5382,"2,299.21",TRUE,,,37044,7613,2231,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"14,743.63","14,743.63"
13565,3,18778,2246,16532,"2,299.21",TRUE,,,13565,18778,2246,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"14,743.63","14,743.63"
24661,3,12014,2247,9766,"2,299.21",TRUE,,,24661,12014,2247,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"17,703.48","17,703.48"
22673,3,10019,2260,7758,"2,299.21",TRUE,,,22673,10019,2260,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"14,743.63","14,743.63"
81380,3,25901,2276,23626,"2,299.21",TRUE,,,81380,25901,2276,0,0,0,0,0,1,0,1,0,0,1,0,0,0,"12,426.93","12,426.93"
83527,3,14470,2304,12168,"2,299.21",TRUE,,,83527,14470,2304,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"16,983.98","16,983.98"
38224,3,11891,2305,9585,"2,299.21",TRUE,,,38224,11891,2305,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"14,743.63","14,743.63"
73304,3,16159,2305,13852,"2,378.50",TRUE,,,73304,16159,2305,0,0,0,0,0,0,0,1,1,0,0,1,0,0,"14,709.26","14,709.26"
12690,3,23925,2311,21614,"2,299.21",TRUE,,,12690,23925,2311,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"14,743.63","14,743.63"
9902,3,21246,2319,18926,"2,299.21",TRUE,,,9902,21246,2319,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"14,743.63","14,743.63"
18630,3,14805,2336,12471,"2,299.21",TRUE,,,18630,14805,2336,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"16,983.98","16,983.98"
78386,3,11603,2342,9262,"2,378.50",TRUE,,,78386,11603,2342,0,0,0,0,0,0,0,0,0,1,0,1,1,0,"17,288.42","17,288.42"
25155,4,16881,2351,14530,"2,457.78",TRUE,,,25155,16881,2351,1,1,0,0,0,0,0,0,0,0,1,1,0,0,"18,743.80","18,743.80"
26690,3,40830,2355,38476,"2,457.78",TRUE,,,26690,40830,2355,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"21,286.33","21,286.33"
1099,3,17791,2357,15434,"2,299.21",TRUE,,,1099,17791,2357,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"14,743.63","14,743.63"
17863,3,11745,2361,9384,"2,299.21",TRUE,,,17863,11745,2361,0,0,0,0,0,0,0,1,0,0,0,1,1,0,"17,158.21","17,158.21"
13151,3,14718,2368,12349,"2,457.78",TRUE,,,13151,14718,2368,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"17,037.89","17,037.89"
14753,4,16448,2381,14067,"2,378.50",TRUE,,,14753,16448,2381,0,0,1,1,0,1,0,0,0,0,0,1,0,0,"17,257.55","17,257.55"
65086,3,17726,2384,15343,"2,457.78",TRUE,,,65086,17726,2384,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"15,747.32","15,747.32"
20958,3,10152,2393,7760,"2,378.50",TRUE,,,20958,10152,2393,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"18,741.54","18,741.54"
15719,3,9285,2394,6891,"2,378.50",TRUE,,,15719,9285,2394,0,0,0,0,0,0,0,0,0,1,0,1,1,0,"17,288.42","17,288.42"
56838,3,20103,2397,17706,"2,299.21",TRUE,,,56838,20103,2397,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"14,743.63","14,743.63"
81349,3,15024,2400,12623,"2,457.78",TRUE,,,81349,15024,2400,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"15,747.32","15,747.32"
50476,3,20391,2409,17981,"2,378.50",TRUE,,,50476,20391,2409,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"18,741.54","18,741.54"
3988,3,11291,2411,8880,"2,299.21",TRUE,,,3988,11291,2411,0,0,0,0,0,0,0,1,0,0,0,1,1,0,"17,158.21","17,158.21"
69963,4,5404,2417,2987,"2,537.06",TRUE,,,69963,5404,2417,0,0,0,1,0,1,0,1,0,0,0,1,0,0,"15,902.67","15,902.67"
51169,3,14055,2418,11637,"2,378.50",TRUE,,,51169,14055,2418,0,0,0,0,0,0,0,0,1,1,0,0,0,1,"12,294.68","12,294.68"
77784,4,16261,2420,13841,"2,457.78",TRUE,,,77784,16261,2420,0,2,0,0,0,0,0,0,0,0,1,1,0,0,"19,217.62","19,217.62"
52159,3,18731,2420,16312,"2,457.78",TRUE,,,52159,18731,2420,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"17,037.89","17,037.89"
77883,4,17227,2421,14806,"2,457.78",TRUE,,,77883,17227,2421,2,0,0,0,0,0,0,0,0,0,1,1,0,0,"18,269.99","18,269.99"
55251,3,12276,2440,9835,"2,457.78",TRUE,,,55251,12276,2440,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"15,747.32","15,747.32"
57752,4,16454,2441,14013,"2,457.78",TRUE,,,57752,16454,2441,0,2,0,0,0,0,0,0,0,0,1,1,0,0,"19,217.62","19,217.62"
62620,3,22831,2451,20378,"2,378.50",TRUE,,,62620,22831,2451,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"18,741.54","18,741.54"
60624,3,21002,2453,18547,"2,457.78",TRUE,,,60624,21002,2453,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"15,747.32","15,747.32"
41574,4,24330,2477,21852,"2,457.78",TRUE,,,41574,24330,2477,2,0,0,0,0,0,0,0,0,0,1,1,0,0,"18,269.99","18,269.99"
3541,3,8572,2483,6089,"2,378.50",TRUE,,,3541,8572,2483,0,0,0,0,0,0,0,0,1,1,0,0,0,1,"12,294.68","12,294.68"
86074,3,22979,2484,20495,"2,457.78",TRUE,,,86074,22979,2484,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"15,747.32","15,747.32"
76513,4,17525,2495,15031,"2,457.78",TRUE,,,76513,17525,2495,1,1,0,0,0,0,0,0,0,0,1,1,0,0,"18,743.80","18,743.80"
38596,4,20470,2501,17967,"2,537.06",TRUE,,,38596,20470,2501,1,0,0,1,0,0,0,0,0,0,1,1,0,0,"17,552.97","17,552.97"
85373,4,25683,2518,23164,"2,457.78",TRUE,,,85373,25683,2518,2,0,0,0,0,0,0,0,0,0,1,1,0,0,"18,269.99","18,269.99"
65466,4,24737,2520,22217,"2,457.78",TRUE,,,65466,24737,2520,1,1,0,0,0,0,0,0,0,0,1,1,0,0,"18,743.80","18,743.80"
30015,3,17109,2523,14585,"2,457.78",TRUE,,,30015,17109,2523,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"21,286.33","21,286.33"
86470,3,10578,2539,8039,"2,616.35",TRUE,,,86470,10578,2539,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"17,133.73","17,133.73"
1719,4,16474,2545,13928,"2,457.78",TRUE,,,1719,16474,2545,2,0,0,0,0,0,0,0,0,0,1,1,0,0,"18,269.99","18,269.99"
31062,3,33498,2553,30943,"2,537.06",TRUE,,,31062,33498,2553,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"18,292.11","18,292.11"
24893,3,15096,2562,12534,"2,457.78",TRUE,,,24893,15096,2562,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"15,747.32","15,747.32"
14902,3,13629,2569,11061,"2,457.78",TRUE,,,14902,13629,2569,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"15,747.32","15,747.32"
67884,3,16802,2570,14232,"2,457.78",TRUE,,,67884,16802,2570,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"15,747.32","15,747.32"
31179,4,6103,2581,3522,"2,695.63",TRUE,,,31179,6103,2581,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"18,095.61","18,095.61"
16048,4,17846,2628,15217,"2,537.06",TRUE,,,16048,17846,2628,1,0,0,1,0,0,0,0,0,0,1,1,0,0,"17,552.97","17,552.97"
35196,4,8619,2631,5988,"2,695.63",TRUE,,,35196,8619,2631,0,0,1,1,0,0,0,0,0,0,1,1,0,0,"18,697.88","18,697.88"
77693,4,22712,2632,20081,"2,537.06",TRUE,,,77693,22712,2632,1,0,0,1,0,0,0,0,0,0,1,1,0,0,"17,552.97","17,552.97"
30775,4,12986,2641,10346,"2,537.06",TRUE,,,30775,12986,2641,1,1,0,0,0,0,0,0,1,1,0,0,0,0,"13,026.40","13,026.40"
11254,4,20965,2652,18312,"2,537.06",TRUE,,,11254,20965,2652,0,1,0,0,0,0,0,0,0,1,0,1,0,1,"18,251.82","18,251.82"
7047,4,36315,2657,33658,"2,537.06",TRUE,,,7047,36315,2657,0,1,0,1,0,0,0,0,0,0,1,1,0,0,"18,026.78","18,026.78"
9597,4,12002,2660,9343,"2,695.63",TRUE,,,9597,12002,2660,0,1,1,0,0,0,0,0,1,1,0,0,0,0,"14,171.30","14,171.30"
26112,4,6346,2680,3666,"2,695.63",TRUE,,,26112,6346,2680,0,1,0,0,0,0,0,1,1,0,0,0,0,1,"14,698.47","14,698.47"
51177,4,18991,2706,16285,"2,616.35",TRUE,,,51177,18991,2706,0,1,1,0,0,0,0,0,0,0,1,1,0,0,"19,888.71","19,888.71"
45369,3,9593,2713,6881,"2,695.63",TRUE,,,45369,9593,2713,0,0,0,0,0,0,0,0,1,1,1,0,0,0,"12,706.89","12,706.89"
35360,4,11492,2715,8777,"2,616.35",TRUE,,,35360,11492,2715,0,1,1,0,0,0,0,0,0,0,1,1,0,0,"19,888.71","19,888.71"
83725,4,14798,2716,12083,"2,695.63",TRUE,,,83725,14798,2716,0,0,1,1,0,0,0,0,0,0,1,1,0,0,"18,697.88","18,697.88"
76786,4,14892,2716,12177,"2,774.91",TRUE,,,76786,14892,2716,0,0,2,0,0,0,0,0,0,0,1,1,0,0,"20,559.80","20,559.80"
69120,4,17868,2732,15136,"2,695.63",TRUE,,,69120,17868,2732,0,1,0,0,0,1,0,0,0,0,1,1,0,0,"19,517.97","19,517.97"
53223,4,28048,2744,25304,"2,774.91",TRUE,,,53223,28048,2744,1,0,0,1,0,0,0,0,0,0,2,0,0,0,"15,420.39","15,420.39"
35410,4,12843,2754,10089,"2,854.20",TRUE,,,35410,12843,2754,0,0,0,0,0,1,0,1,0,0,0,0,1,1,"17,447.77","17,447.77"
12799,4,24016,2785,21232,"2,854.20",TRUE,,,12799,24016,2785,0,0,0,0,0,2,0,0,0,0,0,1,1,0,"20,976.70","20,976.70"
5652,4,17010,2786,14223,"2,695.63",TRUE,,,5652,17010,2786,0,1,1,0,0,0,0,0,0,1,1,0,0,0,"15,461.87","15,461.87"
21816,5,9015,2789,6227,"2,933.48",TRUE,,,21816,9015,2789,0,2,0,1,0,0,0,0,0,0,1,1,0,0,"20,560.78","20,560.78"
89755,4,9353,2805,6548,"2,695.63",TRUE,,,89755,9353,2805,1,0,1,0,0,0,0,0,0,1,1,0,0,0,"14,988.06","14,988.06"
75697,4,15201,2822,12379,"2,933.48",TRUE,,,75697,15201,2822,0,0,0,0,0,1,0,0,0,1,0,0,1,1,"17,577.98","17,577.98"
36624,5,26494,2823,23673,"2,854.20",TRUE,,,36624,26494,2823,2,1,0,0,0,0,0,0,0,0,1,1,0,0,"20,803.99","20,803.99"
836,4,22750,2827,19922,"2,695.63",TRUE,,,836,22750,2827,0,0,1,1,0,0,0,0,0,0,1,1,0,0,"18,697.88","18,697.88"
19018,4,12070,2839,9232,"2,854.20",TRUE,,,19018,12070,2839,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"15,779.71","15,779.71"
38166,4,27931,2856,25076,"2,854.20",TRUE,,,38166,27931,2856,0,0,1,0,0,0,0,0,0,1,0,0,1,1,"17,948.72","17,948.72"
33993,4,14988,2859,12130,"2,933.48",TRUE,,,33993,14988,2859,0,0,0,0,0,0,0,1,0,0,1,0,0,2,"17,317.50","17,317.50"
67926,4,21431,2860,18569,"2,774.91",TRUE,,,67926,21431,2860,0,0,2,0,0,0,0,0,0,0,1,1,0,0,"20,559.80","20,559.80"
11924,5,10088,2869,7218,"2,933.48",TRUE,,,11924,10088,2869,1,2,0,0,0,0,0,0,0,1,1,0,0,0,"16,850.96","16,850.96"
35899,4,21093,2874,18219,"2,854.20",TRUE,,,35899,21093,2874,0,0,0,1,1,0,0,0,0,0,1,1,0,0,"15,674.94","15,674.94"
10132,4,9594,2884,6710,"2,933.48",TRUE,,,10132,9594,2884,0,0,0,0,0,0,0,1,0,2,0,0,0,1,"13,141.20","13,141.20"
34132,5,22546,2889,19658,"3,012.76",TRUE,,,34132,22546,2889,0,1,0,2,0,0,0,0,0,0,1,1,0,0,"19,369.95","19,369.95"
33183,4,10694,2891,7803,"2,854.20",TRUE,,,33183,10694,2891,0,0,0,0,3,0,0,0,0,0,0,1,0,0,"10,421.41","10,421.41"
18127,4,11474,2896,8578,"2,933.48",TRUE,,,18127,11474,2896,0,0,0,0,1,0,0,1,0,1,0,1,0,0,"13,887.73","13,887.73"
86181,5,18690,2904,15786,"3,012.76",TRUE,,,86181,18690,2904,1,0,0,2,0,0,0,0,0,0,1,1,0,0,"18,896.13","18,896.13"
73098,4,15832,2914,12917,"2,933.48",TRUE,,,73098,15832,2914,0,0,1,0,1,0,0,0,0,0,1,1,0,0,"17,536.86","17,536.86"
50971,5,18175,2914,15262,"2,854.20",TRUE,,,50971,18175,2914,0,2,1,0,0,0,0,0,0,0,0,0,1,1,"21,036.29","21,036.29"
69138,4,12320,2923,9397,"2,933.48",TRUE,,,69138,12320,2923,0,0,1,0,1,0,0,0,0,0,1,1,0,0,"17,536.86","17,536.86"
2303,4,31509,2927,28582,"2,854.20",TRUE,,,2303,31509,2927,0,0,1,0,1,0,0,0,0,0,0,1,1,0,"18,695.24","18,695.24"
20222,5,26662,2929,23732,"3,012.76",TRUE,,,20222,26662,2929,1,1,1,0,0,0,0,0,0,0,1,1,0,0,"21,948.89","21,948.89"
26724,5,40150,2941,37209,"2,933.48",TRUE,,,26724,40150,2941,2,0,0,1,0,0,0,0,0,0,1,1,0,0,"19,613.15","19,613.15"
56754,5,12602,2955,9648,"3,092.05",TRUE,,,56754,12602,2955,1,0,1,1,0,0,0,0,0,0,1,1,0,0,"20,758.06","20,758.06"
68924,5,12835,2965,9869,"3,012.76",TRUE,,,68924,12835,2965,0,1,0,2,0,0,0,0,0,0,1,1,0,0,"19,369.95","19,369.95"
83121,4,17559,2968,14592,"2,933.48",TRUE,,,83121,17559,2968,0,0,1,0,1,0,0,0,0,0,1,1,0,0,"17,536.86","17,536.86"
2220,5,14564,2976,11588,"3,092.05",TRUE,,,2220,14564,2976,1,1,1,0,0,0,0,0,1,1,0,0,0,0,"16,231.49","16,231.49"
63073,5,13093,2979,10112,"3,012.76",TRUE,,,63073,13093,2979,1,1,0,1,0,0,0,0,1,1,0,0,0,0,"14,369.56","14,369.56"
58537,4,35161,2982,32178,"3,092.05",TRUE,,,58537,35161,2982,0,0,0,0,0,1,0,0,1,0,0,0,1,1,"18,581.66","18,581.66"
24588,5,20957,2994,17964,"3,092.05",TRUE,,,24588,20957,2994,1,0,1,1,0,0,0,0,0,0,1,1,0,0,"20,758.06","20,758.06"
74955,4,10208,3016,7191,"3,092.05",TRUE,,,74955,10208,3016,0,0,0,0,0,0,0,1,1,1,0,0,0,1,"14,144.89","14,144.89"
28027,5,14568,3018,11551,"3,092.05",TRUE,,,28027,14568,3018,1,1,1,0,0,0,0,0,1,1,0,0,0,0,"16,231.49","16,231.49"
39784,5,23174,3018,20157,"3,171.33",TRUE,,,39784,23174,3018,1,0,1,1,0,0,0,0,0,1,1,0,0,0,"16,331.22","16,331.22"
72587,4,12594,3019,9574,"3,092.05",TRUE,,,72587,12594,3019,0,0,0,0,1,0,0,1,0,0,1,1,0,0,"16,181.98","16,181.98"
68965,4,6722,3020,3703,"3,171.33",TRUE,,,68965,6722,3020,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"11,389.36","11,389.36"
34215,5,22709,3027,19682,"3,171.33",TRUE,,,34215,22709,3027,1,0,2,0,0,0,0,0,0,0,1,1,0,0,"22,619.98","22,619.98"
61531,4,18958,3031,15928,"3,092.05",TRUE,,,61531,18958,3031,0,0,0,0,0,0,0,0,0,2,0,0,1,1,"16,724.04","16,724.04"
